50000 200000
29847 25792 8
19477 43616 4
49252 30049 3
48000 42439 7
37340 37691 10
32081 24135 4
45846 35394 5
16854 33965 5
39357 41691 2
43587 3679 2
32804 22842 4
20062 37047 5
4208 17956 4
15152 37694 3
569 33046 5
1227 27123 5
49406 2634 7
30289 18337 9
28960 32693 6
28638 42807 7
49709 29142 2
14398 30897 7
39369 32641 1
30962 15714 1
49824 24824 3
32267 4939 5
24932 24233 4
13743 11904 10
15388 42687 9
41556 9277 4
45999 38671 2
20854 46851 10
15290 8058 6
4385 28478 10
36998 11622 6
42967 46990 2
15405 39197 8
5107 21455 9
14238 34905 5
26582 47395 10
34691 1335 7
5220 16658 3
44341 49912 10
41527 44779 1
46552 21542 7
3360 39457 6
5942 41603 2
17857 40813 5
14768 27495 6
12090 27410 7
6307 41354 6
29245 31225 5
22583 46257 2
44663 24822 10
38217 21766 1
33548 13424 5
15681 27113 3
20350 37117 8
32296 37320 7
31603 45773 1
25145 41545 10
2174 6790 8
30845 8552 6
12729 2805 2
28126 10641 5
17190 8584 1
569 5624 1
17265 9476 8
1694 26352 2
34042 7431 10
5082 35297 6
14380 2131 4
9927 49001 9
15707 14154 10
6985 16121 10
25144 11038 6
37274 15476 8
3073 11014 3
49952 22270 3
28671 23038 4
29608 25233 9
24467 18637 1
46298 1257 3
21484 3189 4
6896 45813 2
36118 46681 9
47971 19793 1
39780 19252 4
2012 45186 6
28948 24436 8
38717 45342 6
23289 28736 5
46699 18153 7
25032 14997 5
19101 37638 9
14546 29610 5
38345 13905 8
48805 44555 8
5166 7060 2
5562 30377 5
6021 48748 6
48224 39700 7
40501 34130 9
13146 38835 2
6575 39705 7
7535 31885 7
5197 42375 2
32758 4688 5
29762 30918 7
26911 18739 9
36507 31134 2
22290 21459 3
15914 37279 9
46183 39884 1
36093 12721 7
35732 10458 8
17062 17108 3
4416 38867 4
27334 22237 10
21427 3099 9
15986 26942 6
18468 3068 5
18621 2780 1
31155 47759 2
21527 39547 4
23452 2504 2
45305 26862 8
24743 41404 2
25581 38833 3
36291 48104 10
7206 1052 5
26160 22298 2
23180 1476 9
42473 16627 7
17342 20586 9
30980 35192 6
8469 19041 1
39241 49509 10
39182 28035 8
19082 17353 1
39717 34695 9
22831 23314 1
47446 45301 7
24199 9926 9
49794 31402 9
5986 14298 9
47600 10219 4
29427 32666 10
24029 43979 4
49688 3248 3
1266 17507 2
32933 5407 7
24585 32936 9
48508 25230 1
49550 7331 10
562 41253 7
26784 41278 5
12737 9403 6
23286 39351 3
47833 11817 2
9457 20988 10
18484 38516 8
34311 11309 3
41183 8354 10
17138 28275 2
20122 12969 9
31366 42156 1
6290 32271 2
14551 29295 6
2669 23904 10
44240 26645 6
33766 46286 10
41008 12853 9
3040 3274 7
2193 38809 6
1696 18323 7
5058 18003 9
39077 1854 4
10106 45918 2
42288 47228 3
31563 38920 8
4890 38578 9
4137 24650 9
4446 15692 9
45956 13397 1
5916 17729 8
6908 11224 10
7283 47879 10
55 19965 5
45172 47670 4
19264 20236 1
26866 29752 1
46114 7100 1
24607 44956 2
26612 1656 1
42798 41931 8
19456 15579 1
22447 12439 7
27720 24123 6
21836 28913 6
11029 1961 3
7922 23157 3
11421 37207 6
8832 7702 4
6562 49445 6
47931 34764 5
8954 32064 9
1221 11878 5
38851 11937 7
4568 11227 6
4005 27885 6
39865 18485 1
34360 48705 1
31399 39132 4
18046 24213 2
17261 7041 1
28640 44474 3
48969 47816 10
25667 25641 2
7796 6286 9
17197 2746 8
23025 48548 4
26416 31479 1
30639 24947 8
23484 18246 10
2945 19080 4
30148 12961 5
9975 27681 7
9879 5479 7
25688 48812 6
1177 5923 9
41215 35967 4
33702 26729 10
14221 26695 4
402 3327 9
21164 34727 1
5607 1060 2
41997 38486 6
42521 18592 5
29121 45367 3
12839 15960 3
4036 42143 2
39203 11476 2
29978 23586 1
40750 10878 9
188 21153 7
5483 47260 1
35157 4637 4
36961 5331 9
8675 19669 2
22743 41343 1
4461 31724 4
38880 4048 3
23070 41482 5
7924 12773 7
11554 20821 4
22023 41392 10
26137 36946 8
12850 13300 8
25963 418 1
31046 35455 5
23717 39099 2
47717 17558 8
2510 33967 2
19066 46128 5
17427 16345 8
30375 28937 7
29575 6875 8
46926 41853 2
20893 4545 1
25755 34574 6
10316 14435 5
38340 18260 8
12157 29925 6
3456 32949 8
35963 23532 6
8279 49338 9
14961 36597 3
46311 31835 10
29670 7841 3
6894 17526 5
39933 9732 9
7568 11194 10
16816 36367 6
44163 8013 7
49101 25988 5
11412 49747 10
42162 21 10
28541 44800 8
23018 33716 8
47582 17223 8
31308 18184 9
5575 32792 7
35236 45428 3
40058 3018 7
45427 9641 1
38586 31493 7
36940 39474 4
40123 37894 7
17586 18551 1
16020 43292 7
16160 42848 6
1284 44665 10
33762 32886 10
36128 14406 3
48274 32754 5
32660 9792 5
13278 34974 1
6584 5005 8
3302 46216 5
12068 36138 8
29003 27808 3
28520 13208 1
8075 28379 7
21637 10738 1
24191 15712 9
18713 24801 2
348 24216 8
33700 34280 4
41304 6828 6
9056 40708 3
9748 21558 6
4023 18267 4
43008 43539 8
19429 31368 4
17221 24130 4
43961 22494 3
30135 2190 2
2846 42896 6
42401 43785 4
27287 25528 7
41428 8656 1
12239 39147 5
2494 29599 8
49808 30865 10
30077 43754 10
28791 20929 2
48337 40634 7
4613 18521 2
40531 2485 1
21915 16597 10
19488 35920 6
23297 12101 6
11555 21388 9
39898 10829 3
31047 29706 5
39895 2768 4
45640 44755 10
16618 43776 6
23500 15318 4
49643 41817 6
24058 16675 7
14882 21745 1
14957 2882 4
43535 8668 8
37907 42530 7
31630 23597 3
34307 23357 3
3320 12207 7
23975 27797 10
24701 24892 8
49457 37393 2
12924 44730 9
6516 36324 4
10970 3392 3
48164 45109 4
6557 49132 10
18834 7054 1
3908 30996 5
16522 2052 5
2250 36121 6
28185 44598 3
19584 7521 2
13970 15809 3
36681 39128 2
39591 26301 2
14415 47955 8
35674 25106 5
34262 14500 7
2684 16812 7
5064 42894 1
49668 3335 7
26111 29588 5
33744 41365 8
40301 2305 2
23209 3171 2
34992 17849 7
45028 17908 5
43676 8131 1
29735 39920 1
46345 41081 5
34580 45391 6
48444 20920 6
45219 7658 5
19229 25225 1
49744 16941 3
24563 43753 1
12324 48004 1
34759 41263 9
9858 3154 1
47771 142 8
3059 20727 8
11346 25509 2
17300 17403 2
46373 13844 1
33918 26403 5
12437 30010 5
15601 678 4
16925 18306 6
13095 11250 1
28565 4039 10
33994 46141 1
35954 33088 1
8711 47808 6
16037 1152 1
11180 24843 5
35970 21925 6
5860 16726 4
44982 2044 3
25007 10182 7
26907 23071 3
45615 38834 7
4340 4545 9
41009 47478 1
43855 10638 5
38934 46871 8
36690 41594 5
14743 17578 2
20701 19224 4
2038 21970 5
45075 17830 2
41026 16848 8
30001 7584 5
10809 7617 1
22198 13583 8
4524 40727 10
38629 32625 3
31606 7372 4
34563 34920 6
6137 2096 5
5292 26363 5
20050 42396 6
2463 7792 2
18047 26455 8
12783 28607 4
8818 8086 3
15398 45552 10
42412 22589 1
18552 5281 1
21700 16307 4
9328 5648 8
47856 9079 7
12564 10558 9
18292 39849 6
18378 16440 5
46965 20879 1
28149 23992 2
24752 38826 4
48744 43646 1
5731 43774 6
27420 17690 1
14382 18444 4
12766 43325 8
48067 16293 2
27099 28343 2
33299 41294 8
35489 24692 2
4785 44040 10
44843 32349 10
16865 49216 4
41608 47072 3
12874 5961 8
639 19008 6
4920 11048 3
21974 29566 3
10641 45471 5
16566 25272 2
30177 3938 5
40902 17998 5
21828 38609 8
7982 152 9
49588 47520 1
11768 8000 5
43305 8248 7
41473 7004 10
49260 229 10
28549 34937 7
22721 27826 1
34824 35170 7
45351 24846 9
44835 49855 5
45914 36770 5
47186 12407 10
15512 47382 9
42731 31319 7
37912 23898 5
19536 6565 5
30328 31056 2
48993 48258 5
16967 13594 5
19724 12613 2
13441 13573 9
48848 13501 9
26978 10074 1
22658 18647 8
17601 45454 1
30072 2941 8
38086 38945 6
31287 22702 6
35910 4654 4
9012 16088 9
47020 29008 3
19076 3646 4
19930 1431 2
3214 2448 1
11180 16266 1
19799 27081 6
7997 43304 6
4232 13065 3
42857 3036 3
40771 18091 8
30007 29543 5
45484 21938 5
42065 46122 7
8992 49444 3
47537 16872 1
9228 6293 8
10791 15641 10
39600 10146 1
8226 27023 5
2986 29683 4
47356 2813 6
49562 34510 9
45039 30809 5
36876 930 4
13942 3263 6
34406 49621 3
32454 8085 4
28137 31978 5
10384 41926 9
26820 49584 2
10669 8519 4
30586 11577 4
8974 6786 8
2611 21329 6
24783 21299 8
41300 6160 2
46007 34754 1
13533 9765 8
29516 5224 10
29861 28665 5
31669 40947 2
9781 3251 7
32560 19444 9
203 1705 4
2242 33170 8
11193 13051 5
47368 6499 8
46034 17480 7
42207 5831 4
47873 37727 9
28287 44395 7
36701 5044 5
45069 11639 9
14961 4400 6
21513 35064 1
39101 23768 5
26584 17743 8
4119 3650 9
46736 7511 1
31279 21050 10
36008 32271 6
34866 17229 1
47550 8760 3
5182 12446 8
23916 38936 1
27243 29896 3
16769 23126 8
35835 7186 8
37193 31416 4
27277 16960 4
9663 48486 6
15885 4741 6
36531 35490 5
9248 7495 3
14133 43695 1
23127 14033 2
14859 12850 2
16310 13002 10
22346 32967 9
9896 41210 6
1100 17326 4
22179 18233 9
24355 11701 6
29127 10814 8
39851 7265 3
48406 45918 2
3074 30363 8
13516 15255 8
1210 48939 4
17182 16488 5
45044 43653 7
25651 18946 7
22030 44144 3
16308 20741 3
1317 37868 1
26195 25363 3
18565 19737 1
19050 6064 7
26494 32963 5
41400 31239 9
10564 49966 9
4701 4350 5
897 21908 8
33463 14022 5
40326 45036 10
97 18932 3
18963 14577 1
36666 9586 4
44999 24794 3
33862 19044 6
6721 19111 3
28782 756 8
24055 13960 6
22524 7328 4
46371 22966 10
8085 44288 6
25744 32979 7
5696 40228 5
38470 32919 6
15324 15946 2
44921 47285 10
2426 15973 8
11318 46608 4
34613 35761 3
24560 36572 6
22538 11574 6
16089 12843 4
8464 13822 5
44215 12394 7
30027 15018 1
31663 6309 1
18417 12348 1
40489 38200 7
42728 27757 4
34605 8633 10
42520 10390 6
21447 15717 6
25982 6290 4
48132 16975 10
30216 8813 10
21094 22121 3
48954 5219 8
28199 1448 3
19692 462 8
8464 19371 10
2258 40064 2
35329 38907 3
44563 2511 8
25560 14453 9
40582 19324 4
9383 24968 6
25150 8790 4
18827 18623 7
49645 16770 1
40536 46054 8
40500 13175 2
36053 44783 6
47736 40435 7
38817 28991 8
9030 13776 6
32089 15301 8
14276 38923 2
10227 41996 1
34723 17607 3
30275 44936 5
40567 19331 10
27572 34122 4
14811 28818 2
9715 15922 4
28941 47967 5
25003 3716 8
11342 19693 3
1347 47237 6
19426 39026 3
47947 34780 1
8709 29170 9
40446 2325 7
45055 32671 10
7708 37106 9
40810 35540 3
33688 46044 9
32121 21969 10
31336 13940 10
33255 20318 1
120 28365 7
32676 36985 6
14179 6445 5
8512 40729 1
41988 46492 1
40970 292 6
9813 2810 2
31544 43666 10
14941 39478 10
45096 45898 4
13617 21297 1
16580 3679 10
48629 38600 7
1409 1385 4
22834 44187 2
39275 12650 4
14835 12698 1
36534 22876 5
20373 18461 9
28547 39209 8
41563 11172 10
131 2619 10
33622 16522 10
30778 28306 2
32076 42945 5
40729 24249 9
750 27717 6
38174 8241 2
44863 23560 8
20314 12797 5
22957 911 7
10926 20901 6
7567 6537 10
19482 9832 1
44538 10482 1
21472 32216 2
24397 26899 2
27273 27340 6
15725 30686 3
30100 33997 5
4679 21275 2
8512 9521 9
33567 32397 6
49303 3496 7
27465 28138 8
33143 31017 4
22579 8214 8
14275 6104 8
28197 15685 6
33964 9991 1
44102 23377 3
38667 15902 2
8435 43466 9
573 3546 1
14433 3213 2
14568 908 1
10641 18102 2
19978 17184 6
45172 10074 6
46733 6828 2
35833 21728 1
43892 26197 4
16401 25343 1
33007 8341 2
2972 33095 4
24646 46142 2
10438 37112 6
39467 775 4
26962 13919 8
4185 24251 3
31833 21282 5
20923 1157 5
7238 39636 8
43507 36817 10
34274 10703 3
14515 9248 5
17152 34397 1
14647 18872 3
15016 49041 9
25741 49641 5
8669 16286 3
29928 3628 8
21300 8125 1
49467 47622 9
27629 9949 2
5487 8911 8
42452 33099 8
26727 39142 10
20401 2551 1
34389 12577 7
1364 48666 2
9896 17106 8
46107 38898 9
19367 25803 7
38017 29459 1
42156 43460 7
39439 24871 1
4806 15314 2
31494 28488 2
48389 33180 7
11880 18783 3
29929 20632 8
2547 48024 9
33084 1660 1
42707 48859 4
13092 48121 10
7231 34756 3
12589 38367 5
17312 37801 9
46520 2569 10
25501 21825 6
11051 20242 5
25352 30286 10
39368 24566 6
48281 20976 4
2475 36378 1
43329 18814 10
29948 4798 8
31269 20348 8
40263 29209 4
15350 11099 6
30164 13502 8
48403 41579 5
29246 8628 10
5520 47394 3
9071 16455 9
27290 29245 4
48321 48069 2
37618 3520 8
24136 1860 9
43513 15259 10
46136 40537 10
34441 24773 9
32124 43672 3
25635 24330 1
26407 5109 7
38988 485 1
8328 46421 2
41757 43017 3
41571 20217 7
47382 49135 9
19240 42185 4
27360 17770 4
49345 28498 1
43638 1335 1
833 40471 5
21377 45205 3
30627 5903 2
49129 39736 4
5894 6918 10
49342 1447 8
36079 49196 10
16419 25912 8
43186 39001 9
22658 45191 3
4844 49658 9
43747 5085 9
44100 47817 9
46991 27104 7
27958 35643 7
20572 40380 4
13590 10700 10
49762 48050 2
14420 35153 3
41183 10077 3
650 18983 3
18807 15521 3
286 36855 2
46824 37963 1
11422 2115 8
47606 42077 7
16303 8811 5
21405 17525 6
28212 32794 3
11493 7027 6
16530 48871 7
24014 11893 8
7027 39527 5
10628 7180 3
13164 7096 3
2533 33788 5
21143 27990 2
5739 12961 1
45392 39877 3
31145 39856 10
23372 38217 1
7349 27070 6
42460 48360 7
37438 18394 9
38842 34090 3
40033 46300 5
32164 14680 9
31535 10056 6
38191 39509 8
9836 23544 2
46762 28194 9
31154 30127 9
33357 19787 9
12027 17073 8
39214 4983 3
42282 1340 1
21367 20710 5
38254 6928 8
34649 25682 4
37143 7763 5
20938 4964 3
1080 4180 2
18222 11693 5
15993 6037 5
31777 15602 2
13661 25787 1
47690 21441 8
7727 2213 6
35696 46045 3
22772 9156 9
34851 37522 6
43803 36928 8
34012 46617 4
46868 34112 10
22861 28960 8
48425 29003 3
48997 718 4
4213 44832 1
41622 1741 1
43554 7462 9
15512 12926 9
6575 44026 5
39710 3839 7
47383 31774 2
4731 22993 4
49884 48760 10
6915 30319 6
44746 35321 2
28292 45362 4
18779 28717 4
29971 35764 6
35451 35982 8
26970 30297 7
32651 15273 4
39403 32635 9
6607 18348 6
14318 40095 1
12162 46848 2
9680 42486 1
22875 20680 5
36612 38593 10
35830 993 5
47926 11524 8
20779 31206 7
34524 47387 3
16457 14151 1
28360 11193 5
512 13130 1
33248 42564 1
49011 4342 3
23764 6623 8
7656 6072 8
23225 7576 5
19466 31233 6
11655 3658 4
17729 41804 7
35512 3950 2
16341 25990 4
47934 9060 6
10516 34861 3
19554 41196 2
29402 8446 7
38220 41219 6
4958 23966 4
36680 45598 7
3617 3778 8
44892 49005 2
25608 24607 10
39707 4382 8
15782 2447 2
36643 13613 1
6722 2073 2
45812 41153 3
12491 34377 8
18655 40099 1
36094 8921 6
45907 41670 8
38890 1381 5
41895 49457 2
38746 39633 9
7489 26765 3
18544 15238 8
33264 22460 2
1288 1739 3
15742 17638 4
18494 6762 2
13030 27625 4
28472 45984 10
32263 26347 4
6861 4651 7
11572 49440 1
39600 45360 4
19666 9166 8
5789 16997 5
40332 21357 5
7522 43209 6
49263 38226 4
33372 475 4
15723 164 2
14541 20670 10
15623 12712 6
13212 10410 8
31699 29373 6
16541 23161 8
43394 15557 5
33033 33856 5
8617 29408 2
2261 18881 6
29754 34260 9
40913 37301 3
47659 45385 9
45327 24996 5
36005 32001 5
34437 27842 6
39830 39027 9
16126 2493 1
16302 113 2
979 7918 8
16276 40097 1
8360 37617 7
49112 43744 1
20533 5431 8
20338 31291 7
46349 4544 10
13178 24584 2
35 15248 10
30658 39066 5
39014 43285 2
12842 10995 8
31771 26452 5
24082 48676 4
20382 21593 9
28086 13498 8
40208 5060 1
47783 14460 2
33622 29995 8
30352 22767 1
48865 6885 2
30169 12557 2
9131 22760 5
40217 30686 6
30847 11376 2
22356 5393 9
17260 48147 4
883 10804 9
49349 11291 5
5048 5175 8
11993 46536 1
34440 5245 8
46335 40074 3
36312 40825 4
16083 21641 2
16256 9522 3
22245 18681 2
13430 17927 1
15131 29133 1
22604 1628 1
17632 46486 3
2021 24814 10
7514 5280 4
26528 21352 6
20088 43084 9
26603 9041 10
23750 6133 3
23019 16914 10
16635 14767 7
49776 39158 5
35369 27368 9
46901 18852 8
25212 36255 2
15295 19237 3
43031 36509 3
28138 18617 8
28420 7356 3
6020 25050 2
27793 47629 1
45534 49606 9
33983 31104 4
15369 40548 10
8338 21663 9
9394 34140 5
21659 42708 6
49524 47610 1
21579 24550 9
40324 32330 4
36961 49120 2
25444 14316 2
26542 11509 2
400 2322 9
439 34530 1
20518 42463 6
16721 18356 1
35490 44139 2
13507 49956 2
25149 13509 8
43023 41354 9
11295 11841 10
1380 11492 3
2937 620 5
12490 16752 6
5529 7568 10
33382 1876 4
14816 9678 8
20153 7234 4
24886 15174 2
18102 29638 5
1895 11259 7
18815 38297 10
42965 17319 10
17322 8310 4
37967 2513 8
1299 33323 8
17377 2616 6
6922 11878 2
18380 49734 6
20848 10844 9
28281 43773 3
29348 18216 7
32629 18848 8
22344 11323 1
2968 36866 5
7922 19104 3
9577 42768 3
24240 44583 10
12689 29466 10
26205 7543 5
43564 29069 1
31814 35052 5
4749 27306 3
8782 16368 4
48573 13886 1
25971 245 5
33312 34319 10
42240 30524 7
1132 14042 10
7875 9758 5
46775 36353 10
20197 49924 7
6772 33762 7
22829 19888 3
3688 11311 8
40778 586 9
18734 13720 10
41639 15776 2
22037 23647 5
8157 187 8
35123 1928 9
15727 1306 2
36565 36062 6
47712 28321 6
31046 31215 1
13744 5819 5
23446 30811 4
10111 39233 10
9919 11987 10
29673 22824 4
18923 40968 10
20355 28811 10
13303 46006 4
2843 37059 8
14138 40533 1
30238 9368 6
18158 3878 7
38562 19401 1
14853 37823 4
42990 40131 9
20463 27846 3
23746 33472 5
21402 99 7
19733 41049 8
8815 45885 3
38979 15185 1
7580 36155 1
578 49676 5
3432 7763 7
43351 48223 5
10608 49390 10
38163 31277 3
48095 2577 3
37532 31234 8
31579 10355 1
26729 26550 1
11252 47486 4
43872 46805 4
36066 7641 9
7136 37408 2
12956 17500 4
25375 21747 7
9496 27462 4
26666 30797 6
39272 27585 2
30350 12461 10
46400 10366 5
24469 36772 1
9435 33223 8
963 32931 5
30149 9456 1
8176 13423 9
34712 1465 10
46854 12494 1
8804 7401 3
34112 39339 6
39381 40996 5
328 16222 5
29088 5188 3
998 44419 5
19223 45296 3
4707 804 6
531 9071 8
28020 48894 7
27023 25938 9
5155 31266 9
4112 30509 7
11103 26196 3
28285 65 6
46114 7035 2
5944 43084 9
44816 22556 10
11935 20695 5
17570 9275 10
44645 14200 7
45549 10192 5
4953 6259 1
838 19044 3
17770 42896 10
31729 1177 4
5555 48867 1
5463 24440 1
20136 33029 4
48361 49855 7
18471 44326 5
47314 23963 9
20565 30343 5
29284 29738 9
6234 6576 4
10826 27315 10
44312 30752 2
18719 29173 6
15303 538 5
45468 43027 9
1749 23033 5
22434 29890 9
22343 22483 7
12054 13452 7
25613 45640 7
31510 5219 4
13168 12208 8
6215 2317 10
44182 23676 2
35140 12896 10
37708 39880 9
15692 17369 6
31194 24825 4
17825 18478 4
28925 46221 6
40844 23864 1
49334 14862 8
12942 31208 6
46623 40488 8
39295 45338 6
39498 34592 2
45775 20945 7
36293 33338 1
13646 44902 10
10230 21826 4
45655 4250 8
1111 31363 2
28827 10464 3
47271 14553 4
49684 101 4
38969 14806 2
45883 37972 9
29552 19013 9
27998 32302 3
30987 46306 3
613 11585 8
13075 23757 7
23386 10496 4
26781 4539 5
2897 39446 7
12069 18751 1
49491 13776 9
43882 2218 3
40467 22007 8
42560 19224 1
2071 16912 4
47831 10360 2
30741 5151 8
27737 13737 1
3994 32704 10
18905 42692 5
3173 13439 6
9023 42659 8
22383 35638 2
10224 33607 8
31727 21473 4
16598 40211 4
13483 38877 3
20512 43674 3
343 40297 5
15056 23544 10
16242 6389 9
48302 15663 10
20661 39751 1
37777 12850 7
36663 45012 9
37413 15017 7
47411 30134 6
22712 49352 9
49610 30830 7
38057 22616 7
2981 37198 4
45460 39829 10
28957 37028 2
2375 37060 2
23971 35987 8
26447 17049 10
6798 16791 9
14699 23212 7
11895 15744 3
44650 3862 4
34175 12351 10
8615 19813 8
22782 25669 9
8093 15879 9
22239 27192 8
25548 37257 1
33851 40957 10
44482 34167 1
36586 23558 8
41290 38458 10
8269 45682 2
17601 35569 1
28461 26009 5
18897 42573 7
14712 43936 8
32303 31760 10
7365 3811 7
32207 44701 2
39029 16367 1
26983 37320 8
47500 31198 4
39358 18130 4
11339 24686 9
2372 4236 1
49146 29411 1
15586 11898 1
21379 18673 2
5483 35421 2
39924 11472 3
33480 1596 8
13761 29401 5
7469 34846 2
24888 22343 5
7780 48372 10
30945 9970 5
40946 15190 6
15542 44272 10
46661 23358 8
14018 41081 8
17596 32088 1
37105 36432 1
15737 17639 4
25130 11873 7
43062 45812 8
39436 11090 10
18599 19140 4
19002 11974 5
32458 40949 4
18492 39642 3
19697 21136 1
36332 7558 3
6841 6021 8
5081 39404 2
19918 2844 7
25362 26351 8
9306 18000 6
16125 3716 1
40470 48893 3
6706 17558 9
28354 40492 10
23136 26924 5
26599 12764 7
22316 28141 10
46006 41241 10
24966 10514 8
34115 31663 1
13982 15059 3
15758 49106 8
3090 44935 5
10187 48275 4
36905 45279 9
43152 36776 8
17862 23879 1
11646 30376 5
45355 39944 8
47087 22207 3
40825 27832 8
5002 43064 8
23819 14398 3
16247 16867 4
6539 18287 10
16966 31273 10
38561 3999 2
1359 47612 1
32291 1089 4
38718 36691 6
11989 44362 8
45493 18901 8
45926 9725 8
8912 42060 9
663 22113 2
28896 44479 9
26430 27088 7
1708 2375 9
17204 2248 8
8321 37156 5
49136 10923 4
42923 37524 5
33054 44917 3
4391 31610 10
20703 9949 2
29248 35455 5
10772 46379 10
35873 6684 1
45054 39290 8
41234 33448 3
27838 24178 10
47457 8472 8
27030 29625 7
27559 46355 6
18580 41876 1
37943 12857 10
49374 15518 10
34880 47554 9
28416 44790 6
34890 49328 5
2725 36046 7
17590 4052 3
2740 30075 5
15038 6118 5
6778 27623 6
48864 29830 2
23917 40669 4
9383 11870 6
47762 6139 8
12691 7279 4
25535 8536 8
46269 48131 4
37047 26817 6
16985 11341 10
38601 43689 3
43206 35496 9
18259 2647 8
569 46312 9
27151 6875 5
43901 7175 8
26116 4393 8
33726 2082 8
36495 41399 4
24622 26789 1
19664 49503 1
36510 14628 8
16249 4688 10
14975 19629 8
20107 7617 4
31774 44488 6
33297 36715 8
49131 20321 6
44700 24031 8
28215 33314 10
6599 5381 9
25949 3231 9
33577 47933 2
23346 35900 7
16091 45789 7
12624 692 1
33860 36547 2
36197 32467 1
11917 9490 1
46402 37879 2
31423 37419 3
26144 32671 4
29053 36959 3
551 44410 9
46518 34962 2
38056 13176 6
41461 21288 8
17748 15933 9
32663 36067 5
48420 24882 1
10107 18765 7
45093 44418 5
27727 10487 4
19251 2791 6
22987 14810 9
9878 40544 1
10389 24825 7
31609 18369 8
21047 34511 6
29894 10147 9
4158 39626 1
26017 18673 1
14038 39106 3
7072 7815 1
2246 12746 3
26156 41139 6
20174 39705 7
44688 37260 8
32377 15599 7
47277 33751 10
23007 32780 9
27152 30624 7
22304 9289 4
13182 20617 2
11301 45644 4
13242 46325 6
25234 31769 5
18067 41174 10
13868 16934 3
3380 29287 10
38699 32494 2
37252 46502 7
4514 21885 9
23190 5792 2
40269 12448 3
43398 22628 5
5736 3817 6
20487 6659 4
24644 2839 9
8407 4089 7
42064 13143 8
10130 48324 4
14534 42034 5
13397 8835 5
31200 32991 10
15946 38744 6
32381 454 8
23023 27107 3
17412 49448 3
9284 23260 9
4919 27251 3
7892 33692 3
41620 13722 3
31384 4975 1
5615 32881 9
28611 46886 1
15517 12441 4
3392 35417 5
17099 38954 6
24015 10329 3
12774 16321 2
7263 27533 1
34686 5112 10
22549 21186 10
28771 17889 10
16 35057 3
41373 31043 10
36003 24046 10
9851 39489 1
10870 49398 7
36717 34052 6
47486 41379 3
8718 5440 1
29160 24666 7
16181 13410 8
361 11673 10
43476 36636 7
2627 48573 10
28759 15475 5
28480 2985 10
44431 13050 10
9151 49961 8
21519 33057 4
3318 726 8
23198 47830 1
39594 40595 10
25066 9295 10
45399 40989 1
831 17995 9
15711 2343 5
32423 5306 8
3823 1197 9
10244 45611 8
22229 23737 4
4240 34146 9
3732 17122 9
25996 3742 8
32212 34298 8
44069 4562 5
176 36824 6
31535 2474 1
23188 27497 8
932 49148 2
10778 10418 9
10026 48409 10
27555 29658 4
3857 8696 6
41926 7079 9
46822 24940 3
23712 15444 10
18638 14188 4
23918 48021 4
20658 17773 3
12578 2751 7
911 43632 3
2429 10787 2
8156 7828 5
607 18710 4
7708 43837 6
7081 2242 10
48667 41255 9
589 30040 9
49277 25587 5
23316 2431 2
873 22790 10
36864 36542 8
34407 29096 10
3522 37427 6
18373 43241 3
10710 2067 1
2389 22940 6
7611 1556 4
41644 10404 7
42586 32378 3
34061 25257 4
3038 26497 8
41188 1187 7
18817 40015 5
29623 12064 8
20459 41102 8
42023 10540 9
6885 33046 2
22220 21895 4
35679 32421 8
40665 8850 4
41466 2417 7
37100 6934 7
43735 43543 4
19605 18038 2
37885 2986 7
33950 12829 2
36356 23600 9
38514 42751 3
35758 4827 8
9118 29556 7
11940 45401 8
48494 27356 7
18327 41990 8
24457 13093 8
41495 2893 10
20668 35374 3
2764 22907 7
42310 43891 6
45374 9471 5
37942 37745 5
37687 27767 4
38739 31398 3
26622 3341 2
15948 40939 5
1418 49394 3
48545 4686 8
11846 26621 10
13400 7849 8
39188 27556 1
36091 3311 6
30066 10854 4
28929 24244 9
23871 44273 10
41018 17259 10
31365 32220 1
23127 8374 1
14944 1928 10
28720 46023 2
35915 27728 1
13089 38258 5
38695 23238 7
26872 4564 7
33251 25454 7
37932 7148 7
28439 16890 7
6018 45547 6
1289 43372 8
46886 23443 10
40833 44441 5
20231 8433 1
47528 29168 6
6131 19237 4
40443 35265 4
8705 1879 9
13627 38632 4
478 13303 5
15859 663 8
30848 29620 9
37787 17683 2
4739 3365 8
26414 20885 4
35143 13088 8
9359 40064 4
12060 13126 8
12935 16091 6
43009 6128 4
13773 37675 9
21081 9795 4
4388 42835 10
29344 39859 10
41723 1259 1
38632 15349 8
34467 1436 9
47260 45941 10
2973 46357 5
21970 30639 9
13071 18703 9
27914 30970 8
46388 4776 1
21565 33764 6
6779 48226 5
7467 5958 5
38980 21511 7
8418 20430 6
10153 7020 1
8348 32943 4
17416 30498 9
44871 48715 8
8439 13388 9
40223 23666 7
11129 43940 5
17706 23549 1
36711 1870 4
15155 42718 1
38147 1538 5
12727 35396 9
38319 46619 2
43164 36912 5
21677 13517 9
34038 7652 5
36317 13175 2
7524 19131 3
31209 1616 4
40916 27161 10
42950 23318 1
18023 17430 1
1167 41531 4
25325 1586 1
8206 14301 8
17730 20785 8
47187 35933 7
17027 18664 8
48800 5886 8
30501 14773 7
6272 48665 8
21482 22971 7
13031 10530 1
10377 31365 7
39906 33879 8
42285 13412 8
18550 48287 7
20473 14178 4
